epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,4199.01,0.69615,3.45361,0.15709,0.54895,0.91846,0.96235,0.89852,0.96887,0.62047,0.57159,0.34714,0.28919,0.10656,1.1627,6.01889,0.10249,0.76615,1.16557,0.000907848,0.000907848,0.000907848
48,4290.4,0.69983,3.41818,0.15143,0.51608,0.91537,0.9807,0.87914,0.97311,0.60617,0.52896,0.32714,0.24151,0.09404,1.1801,5.97383,0.10448,0.7565,1.1542,0.000891345,0.000891345,0.000891345
49,4383.04,0.71048,3.32308,0.14739,0.54488,0.93014,0.97022,0.86857,0.96183,0.64247,0.61935,0.40286,0.33271,0.16031,1.15234,5.52805,0.09296,0.72069,1.16093,0.000874842,0.000874842,0.000874842
50,4472.64,0.69688,3.07729,0.14691,0.52572,0.9262,0.96825,0.89333,0.9716,0.68121,0.54708,0.42286,0.37806,0.17779,1.08411,5.37315,0.08511,0.6673,1.12212,0.000858338,0.000858338,0.000858338
51,4563.94,0.65371,3.18867,0.14928,0.53311,0.92026,0.93279,0.91364,0.97125,0.6776,0.55365,0.42286,0.37186,0.14564,1.0836,5.52335,0.09015,0.66331,1.10983,0.000841835,0.000841835,0.000841835
52,4657.53,0.71306,3.16992,0.13772,0.54824,0.94439,0.92603,0.94643,0.98171,0.6758,0.61947,0.3921,0.39015,0.16458,1.08369,5.55126,0.13245,0.66551,1.11181,0.000825332,0.000825332,0.000825332
53,4746.46,0.63686,2.88563,0.1522,0.49974,0.9049,0.93857,0.92643,0.95676,0.65651,0.62092,0.385,0.37606,0.15847,1.06824,5.57451,0.14731,0.64991,1.11828,0.000808828,0.000808828,0.000808828
54,4834.51,0.69168,3.02391,0.14504,0.52681,0.94071,0.9124,0.93684,0.96693,0.68548,0.54367,0.385,0.34232,0.15446,1.00912,5.63179,0.125,0.64256,1.10654,0.000792325,0.000792325,0.000792325
55,4922.7,0.66583,3.07381,0.15152,0.51871,0.93503,0.90442,0.91909,0.9636,0.67935,0.50738,0.385,0.33391,0.15369,1.00292,5.48535,0.11191,0.65472,1.08761,0.000775822,0.000775822,0.000775822
56,5011.15,0.68842,3.18378,0.16659,0.52981,0.93485,0.97648,0.9005,0.97479,0.66616,0.55853,0.38286,0.33198,0.1519,1.03527,5.58351,0.16778,0.72033,1.10669,0.000759318,0.000759318,0.000759318
57,5099.52,0.65968,3.1365,0.16123,0.49632,0.92362,0.98104,0.90391,0.98086,0.656,0.52443,0.38286,0.31746,0.13868,1.0565,5.69201,0.21058,0.7262,1.12124,0.000742815,0.000742815,0.000742815
58,5186.97,0.65346,2.86193,0.1466,0.48988,0.92447,0.92444,0.87921,0.96336,0.64366,0.53732,0.365,0.2803,0.14131,1.07228,5.80372,0.22718,0.74618,1.13035,0.000726312,0.000726312,0.000726312
59,5275.01,0.62199,2.94208,0.14965,0.48193,0.90837,0.92426,0.91956,0.97484,0.64555,0.58796,0.38286,0.33274,0.14905,1.12309,5.87911,0.19772,0.73168,1.18207,0.000709809,0.000709809,0.000709809
60,5365.75,0.64685,2.98313,0.14903,0.49667,0.94063,0.88838,0.95109,0.97737,0.63597,0.63274,0.38714,0.35021,0.15551,1.11121,5.84233,0.16771,0.73296,1.18142,0.000693305,0.000693305,0.000693305
61,5455.38,0.63627,3.00293,0.1715,0.47523,0.91883,0.86916,0.97793,0.97111,0.63137,0.56372,0.405,0.36085,0.16718,1.04449,5.72759,0.17719,0.66667,1.13787,0.000676802,0.000676802,0.000676802
62,5544.68,0.61008,2.95373,0.15832,0.49218,0.90587,0.92718,0.9246,0.96664,0.64583,0.51689,0.42286,0.39128,0.16846,1.03284,5.63745,0.18367,0.64789,1.13693,0.000660299,0.000660299,0.000660299
63,5635.45,0.60567,2.82065,0.1323,0.46079,0.91825,0.93208,0.97594,0.97497,0.6431,0.48803,0.425,0.37363,0.17209,1.05295,5.4798,0.1753,0.66109,1.13332,0.000643795,0.000643795,0.000643795
64,5729.37,0.60994,2.75877,0.12973,0.45818,0.90984,0.97397,0.97723,0.98308,0.66194,0.47206,0.44071,0.37054,0.15724,1.06376,5.40501,0.17906,0.63783,1.13604,0.000627292,0.000627292,0.000627292
65,5820.77,0.55136,2.42975,0.12791,0.44078,0.88911,0.98177,0.97054,0.98954,0.6619,0.50345,0.44071,0.37349,0.16128,1.04205,5.38424,0.16345,0.638,1.13784,0.000610789,0.000610789,0.000610789
66,5912.2,0.56888,2.50993,0.15512,0.44054,0.9139,0.93656,0.97832,0.98667,0.68112,0.46993,0.40286,0.33773,0.16712,1.02939,5.3783,0.18976,0.64384,1.12692,0.000594286,0.000594286,0.000594286
67,6002.01,0.57663,2.5303,0.14217,0.45172,0.91033,0.97344,0.94289,0.98527,0.68834,0.48071,0.42071,0.3581,0.1632,1.01821,5.34796,0.17309,0.62369,1.13559,0.000577782,0.000577782,0.000577782
68,6092.91,0.56599,2.54728,0.15364,0.43939,0.8747,0.9694,0.93148,0.98229,0.69128,0.49725,0.40794,0.36636,0.16805,1.04477,5.3504,0.11031,0.65293,1.13615,0.000561279,0.000561279,0.000561279
69,6183.55,0.55337,2.53294,0.13011,0.42652,0.89918,0.95986,0.92643,0.98216,0.68871,0.5499,0.40109,0.3399,0.15306,1.07518,5.34015,0.07203,0.66841,1.14339,0.000544776,0.000544776,0.000544776
70,6276.46,0.58056,2.49136,0.14611,0.45067,0.919,0.98976,0.91771,0.98403,0.70641,0.54654,0.40286,0.33712,0.15415,1.02994,5.3233,0.0707,0.64029,1.11906,0.000528272,0.000528272,0.000528272
71,6368.57,0.57653,2.56791,0.14338,0.46182,0.89717,0.94867,0.9223,0.97844,0.6991,0.53883,0.40286,0.33903,0.17302,1.00857,5.29536,0.07265,0.65746,1.10555,0.000511769,0.000511769,0.000511769
72,6457.62,0.57247,2.58264,0.14884,0.44491,0.90368,0.95421,0.88857,0.97193,0.70606,0.4853,0.42071,0.3605,0.19042,1.00445,5.38047,0.07854,0.65587,1.10048,0.000495266,0.000495266,0.000495266
73,6547.61,0.57306,2.65395,0.16948,0.44372,0.91888,0.92594,0.92322,0.9767,0.69381,0.49643,0.42071,0.36284,0.18621,1.03295,5.43923,0.09449,0.63694,1.11083,0.000478762,0.000478762,0.000478762
74,6638.06,0.56949,2.5094,0.13208,0.44964,0.89277,0.91494,0.96893,0.97798,0.69735,0.50722,0.44071,0.36213,0.18578,1.03282,5.35562,0.11535,0.62868,1.10307,0.000462259,0.000462259,0.000462259
75,6728.02,0.55761,2.42087,0.14385,0.44156,0.90782,0.91568,0.97378,0.97024,0.69613,0.51188,0.43807,0.34962,0.17203,0.99488,5.32166,0.12211,0.61822,1.07706,0.000445756,0.000445756,0.000445756
76,6819.58,0.5351,2.40304,0.13341,0.43017,0.8871,0.91372,0.94429,0.96994,0.68119,0.5128,0.42071,0.34453,0.18059,0.99807,5.23242,0.11097,0.61489,1.08162,0.000429253,0.000429253,0.000429253
77,6909.1,0.51733,2.23374,0.12044,0.41967,0.87895,0.95081,0.90525,0.97346,0.68849,0.53399,0.42071,0.36042,0.1751,1.02319,5.31904,0.11227,0.61252,1.1121,0.000412749,0.000412749,0.000412749
78,7000.35,0.52543,2.31067,0.12614,0.42104,0.89216,0.95067,0.92401,0.97865,0.68622,0.55594,0.46071,0.41071,0.18651,1.04801,5.18953,0.10151,0.63791,1.14534,0.000396246,0.000396246,0.000396246
79,7090.09,0.52558,2.39836,0.13546,0.42357,0.89885,0.87068,0.96171,0.96745,0.68295,0.51197,0.42286,0.37777,0.19637,1.04791,5.16656,0.09382,0.64898,1.15605,0.000379743,0.000379743,0.000379743
80,7183.15,0.54384,2.26575,0.14478,0.41604,0.895,0.90047,0.95803,0.98036,0.68903,0.56073,0.44071,0.40007,0.20092,1.03012,5.18915,0.11828,0.6103,1.13697,0.000363239,0.000363239,0.000363239
81,7276.41,0.48722,2.0466,0.12495,0.40512,0.86982,0.91523,0.96608,0.97658,0.70964,0.59019,0.44071,0.39828,0.21003,1.01655,5.15334,0.13956,0.59,1.12226,0.000346736,0.000346736,0.000346736
82,7369.38,0.51849,2.20389,0.12016,0.39973,0.87344,0.93215,0.95476,0.98257,0.70148,0.61178,0.45857,0.4286,0.2247,1.03783,5.20442,0.13023,0.58733,1.12996,0.000330233,0.000330233,0.000330233
83,7459.65,0.48337,2.20673,0.13453,0.38998,0.84831,0.9462,0.93635,0.97205,0.69665,0.5658,0.44071,0.40731,0.2291,1.04076,5.27007,0.14877,0.6132,1.12734,0.000313729,0.000313729,0.000313729
84,7552.13,0.48124,2.10967,0.12321,0.39097,0.87976,0.95212,0.90595,0.96603,0.70067,0.55345,0.42286,0.40428,0.22085,1.01304,5.20183,0.15849,0.6113,1.11421,0.000297226,0.000297226,0.000297226
85,7643.98,0.4825,2.18412,0.13247,0.38303,0.87123,0.92059,0.93909,0.962,0.7028,0.58834,0.405,0.39784,0.20682,1.00086,5.27473,0.17481,0.6184,1.11699,0.000280723,0.000280723,0.000280723
86,7735.97,0.50914,2.31352,0.14653,0.39674,0.87963,0.94316,0.93879,0.97185,0.69847,0.57437,0.405,0.38958,0.21645,1.01685,5.27455,0.16062,0.62418,1.11842,0.00026422,0.00026422,0.00026422
87,7827.98,0.50223,2.03297,0.1286,0.39398,0.88848,0.92667,0.93353,0.97923,0.70311,0.5895,0.42286,0.40515,0.22119,1.01016,5.30551,0.14131,0.59984,1.10664,0.000247716,0.000247716,0.000247716
88,7920.32,0.46699,1.87529,0.11772,0.39268,0.87766,0.88617,0.96318,0.96922,0.72032,0.56819,0.42286,0.40585,0.2242,0.97343,5.25922,0.12581,0.57946,1.08663,0.000231213,0.000231213,0.000231213
89,8012.12,0.45301,2.05399,0.14286,0.38457,0.87551,0.92853,0.95144,0.97423,0.71091,0.58345,0.42286,0.41542,0.23958,0.97462,5.16771,0.1378,0.58098,1.09401,0.00021471,0.00021471,0.00021471
90,8103.86,0.4805,2.06978,0.11809,0.37672,0.88378,0.96217,0.91148,0.97275,0.70057,0.57034,0.405,0.41975,0.24406,0.97506,5.13796,0.15597,0.58321,1.10689,0.000198206,0.000198206,0.000198206
91,8196.08,0.40074,1.50101,0.05305,0.35318,0.84216,0.95765,0.92643,0.9738,0.69207,0.5663,0.42751,0.41321,0.23589,0.97835,5.09775,0.14156,0.58406,1.10846,0.000181703,0.000181703,0.000181703
92,8289.47,0.38424,1.43776,0.04182,0.33359,0.83989,0.97014,0.94339,0.98396,0.69687,0.60923,0.43786,0.40993,0.23377,0.98802,5.14039,0.12755,0.5876,1.1134,0.0001652,0.0001652,0.0001652
93,8381.37,0.37035,1.3514,0.03301,0.33022,0.82699,0.95199,0.93688,0.97723,0.69097,0.59179,0.42286,0.41161,0.23066,0.9911,5.18802,0.12018,0.59749,1.11155,0.000148696,0.000148696,0.000148696
94,8473.42,0.37896,1.3308,0.05492,0.32861,0.84516,0.95542,0.92335,0.9797,0.69599,0.58596,0.40286,0.39104,0.22314,1.00513,5.22695,0.1151,0.60204,1.11335,0.000132193,0.000132193,0.000132193
95,8565.88,0.37191,1.37605,0.0495,0.32436,0.84287,0.95054,0.92269,0.97939,0.69124,0.54666,0.42071,0.40643,0.2295,1.00823,5.24437,0.11708,0.60604,1.10678,0.00011569,0.00011569,0.00011569
96,8659.69,0.37148,1.33238,0.03553,0.313,0.84552,0.945,0.92257,0.97969,0.69398,0.58206,0.44071,0.43366,0.2465,0.9934,5.26822,0.12789,0.60751,1.10214,9.91865e-05,9.91865e-05,9.91865e-05
97,8748.29,0.34972,1.28071,0.03658,0.30685,0.82801,0.94232,0.92254,0.97744,0.69132,0.56615,0.44071,0.42825,0.23827,0.99139,5.27289,0.1287,0.61306,1.10351,8.26832e-05,8.26832e-05,8.26832e-05
98,8836.23,0.34569,1.24554,0.03367,0.30883,0.82004,0.97128,0.91721,0.98035,0.69129,0.56965,0.44071,0.42876,0.25126,0.99232,5.25126,0.12609,0.61336,1.10875,6.61799e-05,6.61799e-05,6.61799e-05
99,8924.04,0.3494,1.31451,0.03382,0.31854,0.8359,0.97384,0.92057,0.98166,0.69041,0.57384,0.44071,0.43582,0.25403,0.99722,5.22676,0.12626,0.61086,1.11174,4.96766e-05,4.96766e-05,4.96766e-05
100,9013.22,0.34641,1.18507,0.0367,0.31192,0.81769,0.97163,0.92034,0.98105,0.68967,0.57177,0.44071,0.43436,0.25289,1.00097,5.24022,0.12672,0.61112,1.1128,3.31733e-05,3.31733e-05,3.31733e-05
